conv_id,emotion,dialogue,target_summary,input_text
hit:3993_conv:7986,sad,Speaker 438:I have been struggling with a flare up from my Rheumatoid Arthritis after I had such a long period of feeling good. Its depressing to be in bed all day and fail your family in what you need to be doing. | Speaker 126:I am sorry you have that. It must be rough | Speaker 438:Thank you. Yes  chronic illness can be really hard.  I try to stay positive because I know it makes a different on my health to stay optimistic.  But this flare came suddenly and its horrible to be back in bed. | Speaker 126:I can only imagine,I have been struggling with a flare up from my Lupus after I had such a long period of feeling good.  Its depressing to be in bed all day and fail your family in what you need to be doing.,emotion: sad dialogue: Speaker 438:I have been struggling with a flare up from my Rheumatoid Arthritis after I had such a long period of feeling good. Its depressing to be in bed all day and fail your family in what you need to be doing. | Speaker 126:I am sorry you have that. It must be rough | Speaker 438:Thank you. Yes  chronic illness can be really hard.  I try to stay positive because I know it makes a different on my health to stay optimistic.  But this flare came suddenly and its horrible to be back in bed. | Speaker 126:I can only imagine
hit:3994_conv:7988,embarrassed,"Speaker 7:At a office party  I tried to invite a female coworker for a drink. She rejected me in front of everybody. I felt bad. | Speaker 273:Ah  that's rough. That was a very bold move on your part. But sometimes fortune favors the bold  as they say. I think you'll be happy later on not having to wonder ""what if."" Still though  she could have maybe been more discrete about things. | Speaker 7:She has been mean and making sure that everyone knows. That is the thing. | Speaker 273:Ah  I see. Well  it's a good thing you were rejected thing  maybe. At least now you know what kind of a bullet you dodged. Plus  this is just another step in your overall confidence and character building. The next time you ask someone else out  it will be easier.",At a office party_comma_ I tried to invite a female coworker for a drink. She rejected me in front of everybody. I felt bad.,"emotion: embarrassed dialogue: Speaker 7:At a office party  I tried to invite a female coworker for a drink. She rejected me in front of everybody. I felt bad. | Speaker 273:Ah  that's rough. That was a very bold move on your part. But sometimes fortune favors the bold  as they say. I think you'll be happy later on not having to wonder ""what if."" Still though  she could have maybe been more discrete about things. | Speaker 7:She has been mean and making sure that everyone knows. That is the thing. | Speaker 273:Ah  I see. Well  it's a good thing you were rejected thing  maybe. At least now you know what kind of a bullet you dodged. Plus  this is just another step in your overall confidence and character building. The next time you ask someone else out  it will be easier."
hit:3995_conv:7990,lonely,Speaker 126:I was a lonesome weekend. All of my friends were busy | Speaker 220:Sometimes that can be a good thing? It's not always so bad! | Speaker 126:I guess  I got through it | Speaker 220:Maybe next weekend will be better for you!,It was a pretty lonesome weekend. My friends were busy,emotion: lonely dialogue: Speaker 126:I was a lonesome weekend. All of my friends were busy | Speaker 220:Sometimes that can be a good thing? It's not always so bad! | Speaker 126:I guess  I got through it | Speaker 220:Maybe next weekend will be better for you!
hit:3996_conv:7993,excited,Speaker 321:my friend got a new job recently   a 2nd job if i may add and im really happy for him | Speaker 286:Oh wow  that's great! Only bad thing is he will be very busy with two jobs. | Speaker 321:yes he will be busy   but his life will also be better   im just over all really happy for him | Speaker 286:That's great to hear!,my friend go a new job,emotion: excited dialogue: Speaker 321:my friend got a new job recently   a 2nd job if i may add and im really happy for him | Speaker 286:Oh wow  that's great! Only bad thing is he will be very busy with two jobs. | Speaker 321:yes he will be busy   but his life will also be better   im just over all really happy for him | Speaker 286:That's great to hear!
hit:3998_conv:7997,excited,Speaker 238:i was excited when i got to leave work early | Speaker 273:I'm glad to hear something positive happened to you. Were you able to do something fun or productive with the time off? And what was the occasion? | Speaker 238:no i was not i was able to go home and wait for the family the we went out to eat | Speaker 273:Ah  pretty cool. It's nice that you decided to have family time instead of just alone time. I bet they were excited  too. Hopefully work rewards you more often like that.,i was excited when i got to leave work early,emotion: excited dialogue: Speaker 238:i was excited when i got to leave work early | Speaker 273:I'm glad to hear something positive happened to you. Were you able to do something fun or productive with the time off? And what was the occasion? | Speaker 238:no i was not i was able to go home and wait for the family the we went out to eat | Speaker 273:Ah  pretty cool. It's nice that you decided to have family time instead of just alone time. I bet they were excited  too. Hopefully work rewards you more often like that.
hit:4006_conv:8012,disgusted,"Speaker 273:We were at a family gathering  and my relatives were in town for the weekend and we were saying our final goodbyes before they headed back home. My nephew stood up in front of everyone and farted. He's 11... He should be able to know better. I cringed. | Speaker 386:That sure is embarrassing  did he get talked to about his behavior?  | Speaker 273:No. His parents weren't there to hear it or witness it. I didn't feel like ratting him out or dealing with it  either. Kind of lazy on my part. Everyone just kind of shrugged it off and laughed awkwardly  but you could tell everyone was thinking  ""Really? Why?"" | Speaker 386:I agree  at that age kids should definitely know better and think before doing something. Unbelievable. ",We were at a family gathering_comma_ and my relatives were in town for the weekend and we were saying our final goodbyes before they headed back home. My nephew stood up in front of everyone and farted. He's 11... He should be able to know better. I cringed_comma_.,"emotion: disgusted dialogue: Speaker 273:We were at a family gathering  and my relatives were in town for the weekend and we were saying our final goodbyes before they headed back home. My nephew stood up in front of everyone and farted. He's 11... He should be able to know better. I cringed. | Speaker 386:That sure is embarrassing  did he get talked to about his behavior?  | Speaker 273:No. His parents weren't there to hear it or witness it. I didn't feel like ratting him out or dealing with it  either. Kind of lazy on my part. Everyone just kind of shrugged it off and laughed awkwardly  but you could tell everyone was thinking  ""Really? Why?"" | Speaker 386:I agree  at that age kids should definitely know better and think before doing something. Unbelievable. "
hit:4015_conv:8031,content,Speaker 486:Im really happy about how my life is going and i cannot wait for the future. | Speaker 76:I'm happy for you! Everyone deserves to be excited about life. | Speaker 486:I appreciate your kind words  and I hope everything goes your in the future too. | Speaker 76:Thank you very much. Much success to you!,I barley graduated and got a job in the bank. Also_comma_ my dream girl told me she been wanting to go out with me.  ,emotion: content dialogue: Speaker 486:Im really happy about how my life is going and i cannot wait for the future. | Speaker 76:I'm happy for you! Everyone deserves to be excited about life. | Speaker 486:I appreciate your kind words  and I hope everything goes your in the future too. | Speaker 76:Thank you very much. Much success to you!
hit:4019_conv:8039,nostalgic,Speaker 397:I found an old box of photos today. It was so nice looking through photos of my childhood. I'm glad my parents capture those moments | Speaker 238:did you get to keep them? | Speaker 397:Yes they recently gave me a lot of them | Speaker 238:thats awesome,I found an old box of photos today. It was so nice looking through photos of my childhood. I'm glad my parents capture those moments.,emotion: nostalgic dialogue: Speaker 397:I found an old box of photos today. It was so nice looking through photos of my childhood. I'm glad my parents capture those moments | Speaker 238:did you get to keep them? | Speaker 397:Yes they recently gave me a lot of them | Speaker 238:thats awesome
hit:4023_conv:8047,excited,Speaker 139:I can't wait for the next season of Stranger Things to get released. I want to see how eleven uses her powers. | Speaker 277:Stranger things is one of my favorite shows!  It stinks that the next season has been pushed to next summer though. | Speaker 139:Yeah I don't want to wait that long. It is going to be so hard for me. | Speaker 277:I feel ya.  The kids will be all grown up by then!,I am so looking forward to the next season of Stranger Things. I can't wait to see how eleven uses her powers. I love the show so much!,emotion: excited dialogue: Speaker 139:I can't wait for the next season of Stranger Things to get released. I want to see how eleven uses her powers. | Speaker 277:Stranger things is one of my favorite shows!  It stinks that the next season has been pushed to next summer though. | Speaker 139:Yeah I don't want to wait that long. It is going to be so hard for me. | Speaker 277:I feel ya.  The kids will be all grown up by then!
hit:4025_conv:8050,terrified,Speaker 397:This morning I found a garden snake in my yard! It wasn't very big but I don't like snakes. | Speaker 286:Oh  my dad use to play with those all the time when we were young and he'd let us touch them! | Speaker 397:Really? I would probably run the other way lol | Speaker 286:I never did want to hold it  but I was curious enough to touch it! They're actually kind of cute.,This morning I found a garden snake in my yard! It wasn't very big but I don't like snakes.,emotion: terrified dialogue: Speaker 397:This morning I found a garden snake in my yard! It wasn't very big but I don't like snakes. | Speaker 286:Oh  my dad use to play with those all the time when we were young and he'd let us touch them! | Speaker 397:Really? I would probably run the other way lol | Speaker 286:I never did want to hold it  but I was curious enough to touch it! They're actually kind of cute.
hit:4030_conv:8060,lonely,Speaker 277:I just started a month long class for work in a town that I have never been. I feel so isolated in my hotel by myself. | Speaker 139:That sounds lonely. Maybe you should try to hang out with some of your classmates? | Speaker 277:They are all a lot older than me.  I would feel out of place.  I just wish there was someone my age I could hang out with. | Speaker 139:I hear you. At least it is only for a month. Maybe you can make some weekend trips to do fun things.,I just started a month long class for work in a town that I have never been.  I feel so isolated in my hotel by myself.,emotion: lonely dialogue: Speaker 277:I just started a month long class for work in a town that I have never been. I feel so isolated in my hotel by myself. | Speaker 139:That sounds lonely. Maybe you should try to hang out with some of your classmates? | Speaker 277:They are all a lot older than me.  I would feel out of place.  I just wish there was someone my age I could hang out with. | Speaker 139:I hear you. At least it is only for a month. Maybe you can make some weekend trips to do fun things.
hit:4034_conv:8069,sad,Speaker 323:My cat of 15 years passed away today... | Speaker 139:Oh no  why are all the pets dying. It is so sad when that happens. | Speaker 323:I have no idea why it's happening all at once  but I had that cat for a good long while. He was such a great cat. | Speaker 139:I bet you will miss your feline friend. Hopefully they are in a better place now. | Speaker 323:I sure do hope so too. I bet they're best buds just playin' around in the afterlife.,My cat passed away today...,emotion: sad dialogue: Speaker 323:My cat of 15 years passed away today... | Speaker 139:Oh no  why are all the pets dying. It is so sad when that happens. | Speaker 323:I have no idea why it's happening all at once  but I had that cat for a good long while. He was such a great cat. | Speaker 139:I bet you will miss your feline friend. Hopefully they are in a better place now. | Speaker 323:I sure do hope so too. I bet they're best buds just playin' around in the afterlife.
hit:4052_conv:8105,sentimental,Speaker 438:I was looking at pictures of when I got engaged and can't believe how time has flown by  14 years later. | Speaker 487:Congrats! Time really does fly by  doesn't it? What was your favorite moment from it all/ | Speaker 438:It does!  I was so young! My favorite moment was when he was acting nervous and talking on and on and I had no idea what was happening  right before he proposed...it was so cute. | Speaker 487:Aww  that does sound quite lovely. Before you know it it'll be 20 years! Any special plans then?,I was looking at pictures of when I got engaged and can't believe how time has flown by_comma_ 14 years later.,emotion: sentimental dialogue: Speaker 438:I was looking at pictures of when I got engaged and can't believe how time has flown by  14 years later. | Speaker 487:Congrats! Time really does fly by  doesn't it? What was your favorite moment from it all/ | Speaker 438:It does!  I was so young! My favorite moment was when he was acting nervous and talking on and on and I had no idea what was happening  right before he proposed...it was so cute. | Speaker 487:Aww  that does sound quite lovely. Before you know it it'll be 20 years! Any special plans then?
hit:4058_conv:8117,lonely,Speaker 155:My partner decided to visit her parents for a week who live out of city. Now i do not have anybody to talk to and feel lonely | Speaker 157:Hey bro. or sis......you are talking to me now.....hope it helps some. | Speaker 155:Maybe  but i need emotional attachment to someone i am talking and that i cannot take from you unfortunately | Speaker 157:Just concentrate on the here and now......Your partner will be back soon.,My partner left the city to go visit her parents. Now I do not have anybody to talk to for another week,emotion: lonely dialogue: Speaker 155:My partner decided to visit her parents for a week who live out of city. Now i do not have anybody to talk to and feel lonely | Speaker 157:Hey bro. or sis......you are talking to me now.....hope it helps some. | Speaker 155:Maybe  but i need emotional attachment to someone i am talking and that i cannot take from you unfortunately | Speaker 157:Just concentrate on the here and now......Your partner will be back soon.
hit:4067_conv:8135,caring,Speaker 448:I cared for my grandfather the last months of his life  I really enjoyed taking care of him | Speaker 262:That's nice. I bet he appreciated it. | Speaker 448:Yeah  time is the only thing that matters  and i'm glad he left happy | Speaker 262:You're a good person. Everyone isnt so lucky.,I cared for my grandfather the last few months of his life.  We both enjoyed the time we spent together,emotion: caring dialogue: Speaker 448:I cared for my grandfather the last months of his life  I really enjoyed taking care of him | Speaker 262:That's nice. I bet he appreciated it. | Speaker 448:Yeah  time is the only thing that matters  and i'm glad he left happy | Speaker 262:You're a good person. Everyone isnt so lucky.
hit:4076_conv:8153,terrified,Speaker 262:MY daughter is headed to high school. I am nervous. | Speaker 448:That's a very stressful time in a person's life  but I'm sure she'll adapt! | Speaker 262:She doesn't even think it's a big deal. What is wrong with her? | Speaker 448:Does she have a good group of close friends? Maybe she's confident because of that. | Speaker 262:I guess so. Maybe I just don't want her to grow up. | Speaker 448:Growing up is hard at every stage in a person's life | Speaker 262:It just reminds me that I'm older too. geez,I can't elieve my daughter is starting highschool. I am so afraid and she thinks nothing of it',emotion: terrified dialogue: Speaker 262:MY daughter is headed to high school. I am nervous. | Speaker 448:That's a very stressful time in a person's life  but I'm sure she'll adapt! | Speaker 262:She doesn't even think it's a big deal. What is wrong with her? | Speaker 448:Does she have a good group of close friends? Maybe she's confident because of that. | Speaker 262:I guess so. Maybe I just don't want her to grow up. | Speaker 448:Growing up is hard at every stage in a person's life | Speaker 262:It just reminds me that I'm older too. geez
hit:4085_conv:8171,furious,Speaker 262:I bought some milk today. My kids love cereal! | Speaker 286:I love cereal too. What type do your kids enjoy? | Speaker 262:Froot Loops and Cinnamon Toast Crunch. But I have to go back to the store because the milk I bought epires tomorrow. ISnt that crazy! | Speaker 286:Oh wow  how is it expiring already? | Speaker 262:I know right. I shouldve paid closer attention to the date. It shouldnt have even been on the shelf though | Speaker 286:I agree  they should check their dates more closely!,I bought some milk and didn't pay attention to the date. IT expires tomorrow!,emotion: furious dialogue: Speaker 262:I bought some milk today. My kids love cereal! | Speaker 286:I love cereal too. What type do your kids enjoy? | Speaker 262:Froot Loops and Cinnamon Toast Crunch. But I have to go back to the store because the milk I bought epires tomorrow. ISnt that crazy! | Speaker 286:Oh wow  how is it expiring already? | Speaker 262:I know right. I shouldve paid closer attention to the date. It shouldnt have even been on the shelf though | Speaker 286:I agree  they should check their dates more closely!
hit:4090_conv:8180,confident,Speaker 448:At work I am the most confident man ever  maybe because I've worked there so long.   | Speaker 262:There's nothing wrong with that. Unless you're mean | Speaker 448:No  I'm very friendly  it's just I wish I was that way outside of work. | Speaker 262:Maybe you shoud pretend you are still at work until you get the hang of it.,Every time I go to work I feel like the most confident person a live.  If only I could feel that way outside of work.,emotion: confident dialogue: Speaker 448:At work I am the most confident man ever  maybe because I've worked there so long.   | Speaker 262:There's nothing wrong with that. Unless you're mean | Speaker 448:No  I'm very friendly  it's just I wish I was that way outside of work. | Speaker 262:Maybe you shoud pretend you are still at work until you get the hang of it.
hit:4095_conv:8190,disgusted,Speaker 155:Yesterday  i saw my neighbor litter the driveway with chocolate bar package when he finished eating it. I was disgusted by his act | Speaker 326:Did you tell him anything? | Speaker 155:I saw it from the window and decided not to yell from a distance like an uncivilized | Speaker 326:Well it's his driveway I guess.,I saw my neighbor litter the driveway with some chocolate bars he ate. What a irresponsible person,emotion: disgusted dialogue: Speaker 155:Yesterday  i saw my neighbor litter the driveway with chocolate bar package when he finished eating it. I was disgusted by his act | Speaker 326:Did you tell him anything? | Speaker 155:I saw it from the window and decided not to yell from a distance like an uncivilized | Speaker 326:Well it's his driveway I guess.
hit:4097_conv:8194,lonely,Speaker 271:i did not get to go with my friend to the concert  so i went by myself. worse decision ever . Should of just stayed home | Speaker 234:Oh no! Why was it so bad? | Speaker 271:i did not enjoy it | Speaker 234:That bad huh? Well  I'm sorry you did not enjoy it,i went to a concert myself because my friend could not make it_comma_ wish i had stayed home,emotion: lonely dialogue: Speaker 271:i did not get to go with my friend to the concert  so i went by myself. worse decision ever . Should of just stayed home | Speaker 234:Oh no! Why was it so bad? | Speaker 271:i did not enjoy it | Speaker 234:That bad huh? Well  I'm sorry you did not enjoy it
hit:4109_conv:8218,annoyed,Speaker 296:My duck is getting on my nerves a bit. He is a big fat guy and screams all the time if he feels he hasn't had enough food. | Speaker 220:You have a pet duck? That's nuts! | Speaker 296:Not at all! They are lovely critters. But he is just a bit of a fatty boy and likes his food. He is lovely and so sweet! I protect all animals :) | Speaker 220:What sort of things do you feed him? | Speaker 296:He has duck food and also greens- veggies and fruit. He just likes his food a little too much,My duck is getting on my nerves a bit. He is a big fat guy and screams all the time if he feels he hasn't had enough food. I love him but I hate it when he screams.,emotion: annoyed dialogue: Speaker 296:My duck is getting on my nerves a bit. He is a big fat guy and screams all the time if he feels he hasn't had enough food. | Speaker 220:You have a pet duck? That's nuts! | Speaker 296:Not at all! They are lovely critters. But he is just a bit of a fatty boy and likes his food. He is lovely and so sweet! I protect all animals :) | Speaker 220:What sort of things do you feed him? | Speaker 296:He has duck food and also greens- veggies and fruit. He just likes his food a little too much
hit:4109_conv:8219,lonely,Speaker 220:Why is it so hard to make friends as an adult? No one seems to like me and it's discouraging. | Speaker 296:It is hard! Maybe they aren't right then. So many people are just not trustworthy. What have you tried? | Speaker 220:I've tried going to coffee shop meetups  joining some Facebook groups interested in making friends in my city but no go! | Speaker 296:Maybe it's time to move? Try church? | Speaker 220:I wouldn't try a church  it's not my style and I can't move  I'll just keep plugging away at it.,I can't seem to make any friends.,emotion: lonely dialogue: Speaker 220:Why is it so hard to make friends as an adult? No one seems to like me and it's discouraging. | Speaker 296:It is hard! Maybe they aren't right then. So many people are just not trustworthy. What have you tried? | Speaker 220:I've tried going to coffee shop meetups  joining some Facebook groups interested in making friends in my city but no go! | Speaker 296:Maybe it's time to move? Try church? | Speaker 220:I wouldn't try a church  it's not my style and I can't move  I'll just keep plugging away at it.
hit:4115_conv:8230,surprised,Speaker 244:I won a trip to disneyland. | Speaker 2: HOW SWEET.. HAVE A GREAT TRIP  | Speaker 244:I know I can't wait! | Speaker 2:I KNOW .. IT WOULD BE IN TRIGUING .. BY THE WAY   IS IT YOUR FIRST EVER TIRP  | Speaker 244:I haven't been there since I was a child.,I won a trip to disneyland.,emotion: surprised dialogue: Speaker 244:I won a trip to disneyland. | Speaker 2: HOW SWEET.. HAVE A GREAT TRIP  | Speaker 244:I know I can't wait! | Speaker 2:I KNOW .. IT WOULD BE IN TRIGUING .. BY THE WAY   IS IT YOUR FIRST EVER TIRP  | Speaker 244:I haven't been there since I was a child.
hit:4129_conv:8259,angry,Speaker 53:I got cut off in traffic today and I almost hit someone because of it. It made me so angry! | Speaker 262:I bet it did! | Speaker 53:I get pretty bad road rage when my life is threatened. | Speaker 262:That is understandable. I have to catch myself sometimes when my kids are in the car. | Speaker 53:I hear that. It's hard sometimes. | Speaker 262:If people were just more considerate of the other people around them... | Speaker 53:People are just rude nowadays. | Speaker 262:That is so true.,Today I was cut off in traffic and almost hit someone. It really mad me mad.,emotion: angry dialogue: Speaker 53:I got cut off in traffic today and I almost hit someone because of it. It made me so angry! | Speaker 262:I bet it did! | Speaker 53:I get pretty bad road rage when my life is threatened. | Speaker 262:That is understandable. I have to catch myself sometimes when my kids are in the car. | Speaker 53:I hear that. It's hard sometimes. | Speaker 262:If people were just more considerate of the other people around them... | Speaker 53:People are just rude nowadays. | Speaker 262:That is so true.
hit:4130_conv:8260,disgusted,Speaker 262:I have been with my boyfriend for nine years now | Speaker 296:Congrats! How is it going? | Speaker 262:I think I'm going to break up with him. Nine years and last week he ordered a pizza for us covered in black olives. | Speaker 296:That seems very trivial but do you mean that he still doesn't seem to know you? | Speaker 262:Exactly. I realized yesterday he does that all the time.  | Speaker 296:Have you tried counseling  reading going through a program? Are there good things? I know it is hard when a partner doesn't work on a relationship and keep it good | Speaker 262:Nine years. He should know already. | Speaker 296:For sure but no relationship is perfect and everything takes work,I can't believe I let my boyfriend order the pizza for us. Nine years and he doesn't know what I like on a pizza?,emotion: disgusted dialogue: Speaker 262:I have been with my boyfriend for nine years now | Speaker 296:Congrats! How is it going? | Speaker 262:I think I'm going to break up with him. Nine years and last week he ordered a pizza for us covered in black olives. | Speaker 296:That seems very trivial but do you mean that he still doesn't seem to know you? | Speaker 262:Exactly. I realized yesterday he does that all the time.  | Speaker 296:Have you tried counseling  reading going through a program? Are there good things? I know it is hard when a partner doesn't work on a relationship and keep it good | Speaker 262:Nine years. He should know already. | Speaker 296:For sure but no relationship is perfect and everything takes work
hit:4136_conv:8272,ashamed,Speaker 43:I'm unable to clear my exam. | Speaker 220:Did you have a hard time in the class itself? | Speaker 43:No  I studied well. Though I lost it. | Speaker 220:There's a lot of people who do not so well on tests  do you get another chance?,I failed to pass my examination. I feel guilty for that. Though I studied hard_comma_ I lost.,emotion: ashamed dialogue: Speaker 43:I'm unable to clear my exam. | Speaker 220:Did you have a hard time in the class itself? | Speaker 43:No  I studied well. Though I lost it. | Speaker 220:There's a lot of people who do not so well on tests  do you get another chance?
hit:4136_conv:8273,afraid,Speaker 220:I have to get an important medical test done and the results could be not so good. | Speaker 43:what medical test and why do you think the result couldn't be good? | Speaker 220:It's a test for cancer and well  it could be terminal. | Speaker 43:Oh  sorry to hear that. Hope you'll get well soon. | Speaker 220:I hope so too  thank you.,I have to have an important medical test.,emotion: afraid dialogue: Speaker 220:I have to get an important medical test done and the results could be not so good. | Speaker 43:what medical test and why do you think the result couldn't be good? | Speaker 220:It's a test for cancer and well  it could be terminal. | Speaker 43:Oh  sorry to hear that. Hope you'll get well soon. | Speaker 220:I hope so too  thank you.
hit:4141_conv:8282,excited,Speaker 52:i bought a new gun and i can't wait to go to the range! I really love going to the range | Speaker 43:Wow  you should be an avid shooter!! | Speaker 52:I believe I'm pretty good. I have to be! I work as an armed guard | Speaker 43:ah respect for the armed forces!!. Good luck with your new gun!! Hope you have a blast,I bought a new gun and i can't wait to go to the range!,emotion: excited dialogue: Speaker 52:i bought a new gun and i can't wait to go to the range! I really love going to the range | Speaker 43:Wow  you should be an avid shooter!! | Speaker 52:I believe I'm pretty good. I have to be! I work as an armed guard | Speaker 43:ah respect for the armed forces!!. Good luck with your new gun!! Hope you have a blast
hit:4149_conv:8298,proud,Speaker 322:My son was on the A honor roll all last year. | Speaker 244:Congradulations  | Speaker 322:Thank you.  I am so pleased with his performance. | Speaker 244:Is this is first time? ,My son was on the A honor roll all last year.  I am so pleased with his performance.,emotion: proud dialogue: Speaker 322:My son was on the A honor roll all last year. | Speaker 244:Congradulations  | Speaker 322:Thank you.  I am so pleased with his performance. | Speaker 244:Is this is first time? 
hit:4150_conv:8300,sad,Speaker 296:I am upset that I have been used for so long.  | Speaker 238:by whom? | Speaker 296:By someone I cared about. After you get out of a situation you realize how bad it was. | Speaker 238:i can see that.. your vision is clouded sometimes.,I am upset that I have been used for so long. After you get out of a situation you realize how bad it was.,emotion: sad dialogue: Speaker 296:I am upset that I have been used for so long.  | Speaker 238:by whom? | Speaker 296:By someone I cared about. After you get out of a situation you realize how bad it was. | Speaker 238:i can see that.. your vision is clouded sometimes.
hit:4168_conv:8337,guilty,Speaker 10:I feel bad when i lie to my parents  even though I am an adult now | Speaker 310:Yeah  same thing.  They've done so much for me that I just feel bad doing things against them. | Speaker 10:Yeah  sometimes they are a bit pushy and commanding  but I still feel bad | Speaker 310:That's family though.  Unless they're straight up abusive  it's just something you have to deal with from time to time.,I feel bad when i lie to my parents_comma_ even though I am an adult now,emotion: guilty dialogue: Speaker 10:I feel bad when i lie to my parents  even though I am an adult now | Speaker 310:Yeah  same thing.  They've done so much for me that I just feel bad doing things against them. | Speaker 10:Yeah  sometimes they are a bit pushy and commanding  but I still feel bad | Speaker 310:That's family though.  Unless they're straight up abusive  it's just something you have to deal with from time to time.
hit:4169_conv:8338,proud,Speaker 10:I am proud of my girlfriend for getting a full time job  I am sur she will do great! | Speaker 11:Thats awesome i bet she will too! when does she start?  | Speaker 10:She starts in exactly a week | Speaker 11:woo hoo so you guys going out to celebrate? ,I am proud of my girlfriend for getting a full time job_comma_ I am sur she will do great!,emotion: proud dialogue: Speaker 10:I am proud of my girlfriend for getting a full time job  I am sur she will do great! | Speaker 11:Thats awesome i bet she will too! when does she start?  | Speaker 10:She starts in exactly a week | Speaker 11:woo hoo so you guys going out to celebrate? 
hit:4177_conv:8354,angry,Speaker 10:I am angry that my brother ruined a movie ending for me  that is such a rude move | Speaker 244:That is a jerk move.   What movie was it. | Speaker 10:It was the Village  which has a big twist at the end | Speaker 244:That sucks. Sorry your brother is a jerl.,I am angry that my brother ruined a movie ending for me_comma_ that is such a rude move,emotion: angry dialogue: Speaker 10:I am angry that my brother ruined a movie ending for me  that is such a rude move | Speaker 244:That is a jerk move.   What movie was it. | Speaker 10:It was the Village  which has a big twist at the end | Speaker 244:That sucks. Sorry your brother is a jerl.
hit:4181_conv:8363,afraid,Speaker 506:The Haunted house by me is just terrifying  I could not walk in | Speaker 44:did you go alone or with a group? | Speaker 506:With a group | Speaker 44:it sounds like its scary,I went to a haunted house and just couldnt bring myself to step inside,emotion: afraid dialogue: Speaker 506:The Haunted house by me is just terrifying  I could not walk in | Speaker 44:did you go alone or with a group? | Speaker 506:With a group | Speaker 44:it sounds like its scary
hit:4182_conv:8365,impressed,Speaker 506:I couldnt believe it when my son started walking at 5 months of age | Speaker 244:Awesome  sounds like he's ahead of f the curve. You must be proud. | Speaker 506:I was jumping with joy when it happened | Speaker 244:Congradulations.,At age 5 Months my son started to walk,emotion: impressed dialogue: Speaker 506:I couldnt believe it when my son started walking at 5 months of age | Speaker 244:Awesome  sounds like he's ahead of f the curve. You must be proud. | Speaker 506:I was jumping with joy when it happened | Speaker 244:Congradulations.
hit:4185_conv:8371,afraid,Speaker 506:I was terrified I was not going to get into college  every day I waited for the mail to see if a letter came in | Speaker 10:Did you end up getting in? | Speaker 506:Yes but it took about 10 rejection letters for the acceptance to come through | Speaker 10:That sucks  but that one was worth it I am sure!,I hated waiting each day to see if a college acceptance letter came in,emotion: afraid dialogue: Speaker 506:I was terrified I was not going to get into college  every day I waited for the mail to see if a letter came in | Speaker 10:Did you end up getting in? | Speaker 506:Yes but it took about 10 rejection letters for the acceptance to come through | Speaker 10:That sucks  but that one was worth it I am sure!
hit:4198_conv:8396,hopeful,Speaker 238:i was hoping to get out on time last week and it didnt work out | Speaker 317:That stinks. When did you get out? | Speaker 238:about 2 hours after i was supposed to | Speaker 317:Well  at least you got out,i was hoping to get out on time last week and it didnt work out,emotion: hopeful dialogue: Speaker 238:i was hoping to get out on time last week and it didnt work out | Speaker 317:That stinks. When did you get out? | Speaker 238:about 2 hours after i was supposed to | Speaker 317:Well  at least you got out
hit:4201_conv:8403,annoyed,Speaker 238:i was irked when i saw my cousin coming inside the house | Speaker 317:Why were you irked? | Speaker 238:cause he stole money from me | Speaker 317:Wow! what a jerk,i was irked when i saw my cousin coming inside the  house,emotion: annoyed dialogue: Speaker 238:i was irked when i saw my cousin coming inside the house | Speaker 317:Why were you irked? | Speaker 238:cause he stole money from me | Speaker 317:Wow! what a jerk
hit:4209_conv:8418,afraid,Speaker 277:A couple months ago I got a text message saying that my sister was in a motorcycle accident! I was really scared she might have been seriously injured! | Speaker 509:OH no  is she okay? | Speaker 277:Yeah  thankfully she just had a little road rash  but nothing permanent. | Speaker 509:Oh great! Does she still ride?,A couple months ago I got a text message saying that my sister was in a motorcycle accident!  I was really scared she might have been seriously injured!,emotion: afraid dialogue: Speaker 277:A couple months ago I got a text message saying that my sister was in a motorcycle accident! I was really scared she might have been seriously injured! | Speaker 509:OH no  is she okay? | Speaker 277:Yeah  thankfully she just had a little road rash  but nothing permanent. | Speaker 509:Oh great! Does she still ride?
hit:4220_conv:8440,surprised,Speaker 9:My wife threw me a big birthday party without me knowing. | Speaker 513:That sounds like such a thoughtful surprise! Did you enjoy it? | Speaker 9:I did  i just wish I had known about it. | Speaker 513:How come? Isn't the surprise half the fun?,My wife threw me a big birthday party without me knowing!,emotion: surprised dialogue: Speaker 9:My wife threw me a big birthday party without me knowing. | Speaker 513:That sounds like such a thoughtful surprise! Did you enjoy it? | Speaker 9:I did  i just wish I had known about it. | Speaker 513:How come? Isn't the surprise half the fun?
hit:4227_conv:8455,angry,Speaker 322:A man poured a beer on me at a bar. | Speaker 9:I would have slapped him so fast. | Speaker 322:I was so upset at him! | Speaker 9:I would have just as mad as you are!,A man poured a beer on me at the bar.  I was so upset at him!,emotion: angry dialogue: Speaker 322:A man poured a beer on me at a bar. | Speaker 9:I would have slapped him so fast. | Speaker 322:I was so upset at him! | Speaker 9:I would have just as mad as you are!
