conv_id,emotion,dialogue,target_summary,input_text
hit:1779_conv:3559,hopeful,Speaker 7:I going to see a doctor to know my blood test results and I hope that I don't have anything serious. | Speaker 329:ok | Speaker 7:I am going to him this afternoon. | Speaker 329:really?,I going to see a doctor to know my blood test results and I hope that I don't have anything serious.,emotion: hopeful dialogue: Speaker 7:I going to see a doctor to know my blood test results and I hope that I don't have anything serious. | Speaker 329:ok | Speaker 7:I am going to him this afternoon. | Speaker 329:really?
hit:1783_conv:3566,surprised,Speaker 59:Yesterday was my birthday and I had no idea my friends had thrown me a party! | Speaker 322:That sounds amazing  good for you! | Speaker 59:I agree  they did really well to hide it from me until the last moment! | Speaker 322:How surprised were you about it?,I came home and had no idea my friends had thrown me a party for my birthday.,emotion: surprised dialogue: Speaker 59:Yesterday was my birthday and I had no idea my friends had thrown me a party! | Speaker 322:That sounds amazing  good for you! | Speaker 59:I agree  they did really well to hide it from me until the last moment! | Speaker 322:How surprised were you about it?
hit:1783_conv:3567,anxious,Speaker 322:I recently went to the doctor to run some tests. | Speaker 59:I hope you didnt get any bad news from the doctor. | Speaker 322:I don't know yet but I'm nervous I might have a disease. | Speaker 59:I am sorry to hear that. Hopefully its a treatable disease! ,I recently went to the doctor for some tests  He checked to see if I have a disease. I'm very nervous.,emotion: anxious dialogue: Speaker 322:I recently went to the doctor to run some tests. | Speaker 59:I hope you didnt get any bad news from the doctor. | Speaker 322:I don't know yet but I'm nervous I might have a disease. | Speaker 59:I am sorry to hear that. Hopefully its a treatable disease! 
hit:1784_conv:3569,angry,Speaker 25:Had a board meeting  to attend  yet at the last hour  after delay  it was cancelled  | Speaker 59:That is unfortunate. You must have really angry to have wasted your time. | Speaker 25:U can't imagine!  | Speaker 59:It has happened to me as well. Its very annoying when it happens.,My flight was cancelled ,emotion: angry dialogue: Speaker 25:Had a board meeting  to attend  yet at the last hour  after delay  it was cancelled  | Speaker 59:That is unfortunate. You must have really angry to have wasted your time. | Speaker 25:U can't imagine!  | Speaker 59:It has happened to me as well. Its very annoying when it happens.
hit:1794_conv:3589,angry,Speaker 196:Are you in the US? We have a thing in the UK called Prime Minister's Question Time which is like a debate shown on TV of our parliament. It makes me very angry. | Speaker 49:I am in the US. Why does it make you so angry? I've never heard about. | Speaker 196:The politicians just spend the whole time shouting at each other and laughing at their own jokes. It's pathetic. You should youtube it. | Speaker 49:I think I will  I'm very curious now. You think they would want to use their time more wisely. | Speaker 196:They get paid either way.,I get angry with Prime Minister's question time. The MPs just shout at each other.,emotion: angry dialogue: Speaker 196:Are you in the US? We have a thing in the UK called Prime Minister's Question Time which is like a debate shown on TV of our parliament. It makes me very angry. | Speaker 49:I am in the US. Why does it make you so angry? I've never heard about. | Speaker 196:The politicians just spend the whole time shouting at each other and laughing at their own jokes. It's pathetic. You should youtube it. | Speaker 49:I think I will  I'm very curious now. You think they would want to use their time more wisely. | Speaker 196:They get paid either way.
hit:1800_conv:3600,sad,Speaker 336:Leaving home makes me feel unhappy | Speaker 77:That makes me so sad. Why is that so? | Speaker 336:I have to be away and I am not able to play with my son | Speaker 77:yes that can be a huge problem. I'm so sorry you're having to go through that. | Speaker 336:NO problem.HAve you ever fell sad? | Speaker 77:Of course  I've felt sad for many reasons. Things that happen in the world make me sad. | Speaker 336:Do you recall something that makes you really sad? | Speaker 77:What makes me sad is hunger in the world. I cannot stand people suffering.,I feel sad when I left home,emotion: sad dialogue: Speaker 336:Leaving home makes me feel unhappy | Speaker 77:That makes me so sad. Why is that so? | Speaker 336:I have to be away and I am not able to play with my son | Speaker 77:yes that can be a huge problem. I'm so sorry you're having to go through that. | Speaker 336:NO problem.HAve you ever fell sad? | Speaker 77:Of course  I've felt sad for many reasons. Things that happen in the world make me sad. | Speaker 336:Do you recall something that makes you really sad? | Speaker 77:What makes me sad is hunger in the world. I cannot stand people suffering.
hit:1809_conv:3618,surprised,Speaker 271:my sister is always broke but last month she got me an expensive lawnmower | Speaker 11:oh cool how much was it?  | Speaker 271:i googled it and it was around 450 bucks | Speaker 11:holy! thats a lot but she will get good use out of it ,My sister never has money but last month she got me an expensive lawnmower _comma_ i was shocked,emotion: surprised dialogue: Speaker 271:my sister is always broke but last month she got me an expensive lawnmower | Speaker 11:oh cool how much was it?  | Speaker 271:i googled it and it was around 450 bucks | Speaker 11:holy! thats a lot but she will get good use out of it 
hit:1812_conv:3625,sentimental,Speaker 11:The other day I was going thru things and found my dads old t shirt.  | Speaker 126:I am sure that brought back memories | Speaker 11:it really did some of the best  | Speaker 126:I do love those kind of memories,when i found my dads old t shirt ,emotion: sentimental dialogue: Speaker 11:The other day I was going thru things and found my dads old t shirt.  | Speaker 126:I am sure that brought back memories | Speaker 11:it really did some of the best  | Speaker 126:I do love those kind of memories
hit:1817_conv:3635,content,Speaker 277:I have always been a laid back person. I never get too worried about anything. | Speaker 264:It's a good attitude  it keeps you young | Speaker 277:Yeah  I just don't let things bother me and am just a generally happy person. | Speaker 264:keep like this ... happy,I have always been a laid back person.  I never get too worried about anything.,emotion: content dialogue: Speaker 277:I have always been a laid back person. I never get too worried about anything. | Speaker 264:It's a good attitude  it keeps you young | Speaker 277:Yeah  I just don't let things bother me and am just a generally happy person. | Speaker 264:keep like this ... happy
hit:1819_conv:3638,anxious,Speaker 11:I am so impatient and ready overwhelmed all of it!  | Speaker 126:What are you overwhelmed by | Speaker 11:Everything honestly  I am just so ready for my future to begin.  | Speaker 126:I am sure it will begin soon,im so ready to see what the future holds ,emotion: anxious dialogue: Speaker 11:I am so impatient and ready overwhelmed all of it!  | Speaker 126:What are you overwhelmed by | Speaker 11:Everything honestly  I am just so ready for my future to begin.  | Speaker 126:I am sure it will begin soon
hit:1819_conv:3639,terrified,Speaker 126:I was really scared when a bad storm hit close to my house. I thought we could have died | Speaker 11:omg.. sounds terrible.. do you usually get storms like that in your area?  | Speaker 126:Its very rare  but when they do  they are bad | Speaker 11:it sounds like it well i am glad everyone is okay ,When a storm touched down close to my house_comma_ it was scary. I was not sure I was going to make it,emotion: terrified dialogue: Speaker 126:I was really scared when a bad storm hit close to my house. I thought we could have died | Speaker 11:omg.. sounds terrible.. do you usually get storms like that in your area?  | Speaker 126:Its very rare  but when they do  they are bad | Speaker 11:it sounds like it well i am glad everyone is okay 
hit:1822_conv:3644,disappointed,Speaker 59:I trusted my coworker to give my a high standard of work but he did not. | Speaker 11:thats a terrible situation you are in has it been resolved?  | Speaker 59:I trusted my coworker to give my a high standard of work but he did not. | Speaker 11:Yeah that sounds really bad! ,My coworker gave me a very poor standard of work,emotion: disappointed dialogue: Speaker 59:I trusted my coworker to give my a high standard of work but he did not. | Speaker 11:thats a terrible situation you are in has it been resolved?  | Speaker 59:I trusted my coworker to give my a high standard of work but he did not. | Speaker 11:Yeah that sounds really bad! 
hit:1845_conv:3691,anxious,Speaker 274:I am nervous about going to the dentist's office today. | Speaker 271:what are you getting done | Speaker 274:Wisdom teeth being removed. | Speaker 271:ouch   gargle some whiskey,I have a dentist's appointment today.  I have always hated going to the dentist_comma_ so much pain.,emotion: anxious dialogue: Speaker 274:I am nervous about going to the dentist's office today. | Speaker 271:what are you getting done | Speaker 274:Wisdom teeth being removed. | Speaker 271:ouch   gargle some whiskey
hit:1856_conv:3712,surprised,Speaker 271:i have an old cart a 1990 corolla that made it all the way from Key west to Texas | Speaker 10:That is cool though  does it still run fine? | Speaker 271:yes it has 350k miles | Speaker 10:Wow  that is a good run though  great job keeping it running!,my car made it all the way to Texas even though its a 1990,emotion: surprised dialogue: Speaker 271:i have an old cart a 1990 corolla that made it all the way from Key west to Texas | Speaker 10:That is cool though  does it still run fine? | Speaker 271:yes it has 350k miles | Speaker 10:Wow  that is a good run though  great job keeping it running!
hit:1863_conv:3726,anticipating,Speaker 10:I am excited for the new super smash bros game coming out for the switch soon | Speaker 294:That will be a ton of fun to play!  I rememeber when the first one came out  what a blast.  Now I have to go get a switch! | Speaker 10:You definitely should  they are a great system to own  I LOVE mine | Speaker 294:What is your favorite game?,I am excited for the new super smash bros game coming out for the switch soon,emotion: anticipating dialogue: Speaker 10:I am excited for the new super smash bros game coming out for the switch soon | Speaker 294:That will be a ton of fun to play!  I rememeber when the first one came out  what a blast.  Now I have to go get a switch! | Speaker 10:You definitely should  they are a great system to own  I LOVE mine | Speaker 294:What is your favorite game?
hit:1865_conv:3731,grateful,Speaker 271:My kids are pretty awesome | Speaker 274:Mine too.  How many do you have? | Speaker 271:a 1 yr old and 12 | Speaker 274:awww  a 1 year old.  I miss when my daughter was that young.,i have great kids and glad they are mines everyday,emotion: grateful dialogue: Speaker 271:My kids are pretty awesome | Speaker 274:Mine too.  How many do you have? | Speaker 271:a 1 yr old and 12 | Speaker 274:awww  a 1 year old.  I miss when my daughter was that young.
hit:1867_conv:3734,lonely,Speaker 59:Hi  I do not have any friends in my new city. | Speaker 50:hi  that's sad. have you tried looking for facebook events? like local events. i bet you can meet people there | Speaker 59:I have but no one wants to meet me. I sit in my room by myself on weekends. | Speaker 50:You can always talk to me. i'm here for you,I do not have any friends.,emotion: lonely dialogue: Speaker 59:Hi  I do not have any friends in my new city. | Speaker 50:hi  that's sad. have you tried looking for facebook events? like local events. i bet you can meet people there | Speaker 59:I have but no one wants to meet me. I sit in my room by myself on weekends. | Speaker 50:You can always talk to me. i'm here for you
hit:1872_conv:3745,joyful,Speaker 10:I am happy to have my girlfriend of almost 3 years  she is amazing! | Speaker 59:Good for you  healthy relationships are the best part about life! | Speaker 10:That is for sure  it feels great to have someone on your side all the time | Speaker 59:I agree  going through life alone would be boring!,I am happy to have my girlfriend of almost 3 years_comma_ she is amazing!,emotion: joyful dialogue: Speaker 10:I am happy to have my girlfriend of almost 3 years  she is amazing! | Speaker 59:Good for you  healthy relationships are the best part about life! | Speaker 10:That is for sure  it feels great to have someone on your side all the time | Speaker 59:I agree  going through life alone would be boring!
hit:1874_conv:3749,content,Speaker 10:I am content right now  I have a girlfriend  a good job  and a good group of friends | Speaker 288:That's awesome! It sounds like your life is going pretty smoothly :) Any big plans? | Speaker 10:Not anything huge  just saving to move out right now | Speaker 288:Oh awesome! Did you buy a house?,I am content right now_comma_ I have a girlfriend_comma_ a good job_comma_ and a good group of friends,emotion: content dialogue: Speaker 10:I am content right now  I have a girlfriend  a good job  and a good group of friends | Speaker 288:That's awesome! It sounds like your life is going pretty smoothly :) Any big plans? | Speaker 10:Not anything huge  just saving to move out right now | Speaker 288:Oh awesome! Did you buy a house?
hit:1876_conv:3752,confident,Speaker 10:I felt confident when I finished my job interview for my current job | Speaker 271:did y0u get it ? | Speaker 10:I did  and I like the job a lot too | Speaker 271:awesome does it pay well ?,I felt confident when I finished my job interview for my current job,emotion: confident dialogue: Speaker 10:I felt confident when I finished my job interview for my current job | Speaker 271:did y0u get it ? | Speaker 10:I did  and I like the job a lot too | Speaker 271:awesome does it pay well ?
hit:1876_conv:3753,guilty,Speaker 271:i always stole my moms money when i wasyounger | Speaker 10:How young were you? | Speaker 271:12 | Speaker 10:That is not bad then  that is being a kid,i use to steal my moms money when i was younger,emotion: guilty dialogue: Speaker 271:i always stole my moms money when i wasyounger | Speaker 10:How young were you? | Speaker 271:12 | Speaker 10:That is not bad then  that is being a kid
hit:1897_conv:3794,terrified,Speaker 243:My sister talked me into going on a wild new roller coaster. I hate roller coasters! | Speaker 271:you should go | Speaker 243:Oh I did! And it was just as bad as I imagined. I almost got sick. | Speaker 271:it could have been worse you know,My sister talked me into going on a new wild roller coaster. I hate roller coasters_comma_ but I went anyway. It was as scary as I thought.,emotion: terrified dialogue: Speaker 243:My sister talked me into going on a wild new roller coaster. I hate roller coasters! | Speaker 271:you should go | Speaker 243:Oh I did! And it was just as bad as I imagined. I almost got sick. | Speaker 271:it could have been worse you know
hit:1900_conv:3800,embarrassed,Speaker 294:Once I was at summer camp minding my own business when someone ran up behind me and pulled my pants down. I was humiliated. | Speaker 10:That has happened to me kids are brutal | Speaker 294:I know  it is hard growing up  and I think it's even harder nowadays. | Speaker 10:That is for sure  with online bullying existing now too,Once I was at summer camp minding my own business when someone ran up behind me and pulled my pants down.  I was humiliated.,emotion: embarrassed dialogue: Speaker 294:Once I was at summer camp minding my own business when someone ran up behind me and pulled my pants down. I was humiliated. | Speaker 10:That has happened to me kids are brutal | Speaker 294:I know  it is hard growing up  and I think it's even harder nowadays. | Speaker 10:That is for sure  with online bullying existing now too
hit:1901_conv:3803,disgusted,Speaker 119:Sometimes I'm ashamed to be a Millenial because honestly I can't stand 70% of people in my generation..they just make me sick | Speaker 10:Nice talking to ya | Speaker 119:I understand that  we are not a great generation,Not gonna lie I'm a Millenial and I'm pretty disgusted with 70% of my generation.  Specifically the men_comma_ trying to shirk off male duties to women and always playing the victim...bunch of Beta boys who watch too much porn and make too many lame excuses about their sad lives grow the hell up boy,emotion: disgusted dialogue: Speaker 119:Sometimes I'm ashamed to be a Millenial because honestly I can't stand 70% of people in my generation..they just make me sick | Speaker 10:Nice talking to ya | Speaker 119:I understand that  we are not a great generation
hit:1905_conv:3810,grateful,Speaker 99:I recently got in trouble for missing a lot of work. My supervisor had a talk with me and has decided to give me another chance to improve. | Speaker 119:Well that's good news. | Speaker 99:Yes I was appreciative of him doing that for me for sure. | Speaker 119:What kind of work do you do,I recently got in trouble for missing a lot of work. My supervisor had a talk with me and has decided to give me another chance to improve.,emotion: grateful dialogue: Speaker 99:I recently got in trouble for missing a lot of work. My supervisor had a talk with me and has decided to give me another chance to improve. | Speaker 119:Well that's good news. | Speaker 99:Yes I was appreciative of him doing that for me for sure. | Speaker 119:What kind of work do you do
hit:1910_conv:3821,annoyed,Speaker 243:I am so sick of being late for school everyday. It is all because of my sister! | Speaker 294:It is so frustrating when someone else's issues affect your life.  What does she do to make you late? | Speaker 243:She takes forever getting ready! I would rather take the bus. | Speaker 294:That might be a good solution for you.  Let her catch all the flack for her tardiness.,I am so tired of being late for school every day. It is because I have to wait for my sister to get ready and she takes forever! I would rather ride the bus!,emotion: annoyed dialogue: Speaker 243:I am so sick of being late for school everyday. It is all because of my sister! | Speaker 294:It is so frustrating when someone else's issues affect your life.  What does she do to make you late? | Speaker 243:She takes forever getting ready! I would rather take the bus. | Speaker 294:That might be a good solution for you.  Let her catch all the flack for her tardiness.
hit:1916_conv:3832,sentimental,Speaker 99:My best friend called me up crying the other day. Her boyfriend is cheating on her. | Speaker 348:its really more disapponted and hurts a lot. | Speaker 99:Yes it definitely does. I feel for her. | Speaker 348:dont feel everything goes good ,My best friend called me up crying the other day. Her boyfriend is cheating on her.,emotion: sentimental dialogue: Speaker 99:My best friend called me up crying the other day. Her boyfriend is cheating on her. | Speaker 348:its really more disapponted and hurts a lot. | Speaker 99:Yes it definitely does. I feel for her. | Speaker 348:dont feel everything goes good 
hit:1920_conv:3840,apprehensive,Speaker 349:Hi  at march break I went to Disney World with my family. | Speaker 257:sounds fun how long were you there | Speaker 349:We were there for a week.  A lot of the roller coasters made me nervous though. | Speaker 257:aw what was your favorite things to do while there,I went to Disney World in March.  I was in line for a roller coaster_comma_ and started feeling very nervous about it.,emotion: apprehensive dialogue: Speaker 349:Hi  at march break I went to Disney World with my family. | Speaker 257:sounds fun how long were you there | Speaker 349:We were there for a week.  A lot of the roller coasters made me nervous though. | Speaker 257:aw what was your favorite things to do while there
hit:1920_conv:3841,proud,Speaker 257:okay so back in may of last year I graduated college | Speaker 349:Congratulations.  What did you get your degree in? | Speaker 257:i majored in business management it i've always been into running a business or entrepreneur  | Speaker 349:Good luck with any future business ventures.,a situation where i felt that way would be when i graduated school,emotion: proud dialogue: Speaker 257:okay so back in may of last year I graduated college | Speaker 349:Congratulations.  What did you get your degree in? | Speaker 257:i majored in business management it i've always been into running a business or entrepreneur  | Speaker 349:Good luck with any future business ventures.
hit:1925_conv:3850,caring,Speaker 277:I enjoy going to my Grandmother's house and helping out with chores and cleaning. If feels so good to help her out and make her comfortable. | Speaker 234:What a nice person you are! I bet she appreciates you | Speaker 277:I hope so.  I feel a strong sense of obligation to her since she was always there for me growing up.  Do it is the least I could do for her. | Speaker 234:You have a good set of morals. That's becoming more uncommon lately. So  good on you!,I enjoy going to my Grandmother's house and helping out with chores and cleaning.  If feels so good to help her out and make her comfortable.,emotion: caring dialogue: Speaker 277:I enjoy going to my Grandmother's house and helping out with chores and cleaning. If feels so good to help her out and make her comfortable. | Speaker 234:What a nice person you are! I bet she appreciates you | Speaker 277:I hope so.  I feel a strong sense of obligation to her since she was always there for me growing up.  Do it is the least I could do for her. | Speaker 234:You have a good set of morals. That's becoming more uncommon lately. So  good on you!
hit:1929_conv:3859,embarrassed,Speaker 351:He was bad about this because of his grandparents they would always get him something and it made it hard for me to make him understand you done always get what you want  | Speaker 119:I'm guessing you're talking about your son? | Speaker 351:Yes   when he was about 3 or 4 they would take care of him when I work nights   they were always buying something for him .I tried my best to tell them not to it just makes it hard on me to explain to him why I won't buy him toys . | Speaker 119:Parenting is hard  respect to you and your patience,I had taken my son with me to Walmart _comma_ he wanted a toy I told him no _comma_ He laid down in the middle of the floor and started screaming _comma_ you talk about embarrassing ,emotion: embarrassed dialogue: Speaker 351:He was bad about this because of his grandparents they would always get him something and it made it hard for me to make him understand you done always get what you want  | Speaker 119:I'm guessing you're talking about your son? | Speaker 351:Yes   when he was about 3 or 4 they would take care of him when I work nights   they were always buying something for him .I tried my best to tell them not to it just makes it hard on me to explain to him why I won't buy him toys . | Speaker 119:Parenting is hard  respect to you and your patience
hit:1930_conv:3861,proud,Speaker 99:My daughter said mommy for the first time the other day!  | Speaker 11:that is so beautiful! how old is she?  | Speaker 99:She is 2. My heart was beaming I was so happy! | Speaker 11:i bet it was omg thats so adorable ,My daughter said mommy for the first time the other day! My heart beamed!,emotion: proud dialogue: Speaker 99:My daughter said mommy for the first time the other day!  | Speaker 11:that is so beautiful! how old is she?  | Speaker 99:She is 2. My heart was beaming I was so happy! | Speaker 11:i bet it was omg thats so adorable 
hit:1942_conv:3884,annoyed,Speaker 20:I felt kind of irked when my friend kept bugging me for help. | Speaker 99:Why did you feel irritated?  | Speaker 20:I agreed to help him move but he kept asking about it even though I said yyes. | Speaker 99:Oh that sounds super annoying! Sorry for that!,I felt irked when my friend kept bugging me for help moving.,emotion: annoyed dialogue: Speaker 20:I felt kind of irked when my friend kept bugging me for help. | Speaker 99:Why did you feel irritated?  | Speaker 20:I agreed to help him move but he kept asking about it even though I said yyes. | Speaker 99:Oh that sounds super annoying! Sorry for that!
hit:1968_conv:3937,anxious,Speaker 11: I am feeling so impatient this year for christmas since we are in our new home.  | Speaker 100:I can understand  the holidays are exciting  almost there though. | Speaker 11:yeah they really are especially in our new house  i cant wait!  | Speaker 100:I hope it's worth the wait!,for christmas to come ,emotion: anxious dialogue: Speaker 11: I am feeling so impatient this year for christmas since we are in our new home.  | Speaker 100:I can understand  the holidays are exciting  almost there though. | Speaker 11:yeah they really are especially in our new house  i cant wait!  | Speaker 100:I hope it's worth the wait!
hit:1969_conv:3938,caring,Speaker 182:I take care of my grandmother who lives with me and my family. | Speaker 99:That is nice of you. Family is great to have when you get older. | Speaker 182:Yes  it is a very rewarding as she is the reason why we all exist. | Speaker 99:Yes it is. I am glad you are there for your grandmother!,I take care of my grandmother who lives with me and my family.,emotion: caring dialogue: Speaker 182:I take care of my grandmother who lives with me and my family. | Speaker 99:That is nice of you. Family is great to have when you get older. | Speaker 182:Yes  it is a very rewarding as she is the reason why we all exist. | Speaker 99:Yes it is. I am glad you are there for your grandmother!
hit:1971_conv:3943,prepared,Speaker 274:I'm leaving for my vacation soon.  I have everything all packed and ready to go. | Speaker 260:Great where are you going? | Speaker 274:Going to see family.  I just don't want to leave anything behind that I might need on the trip. | Speaker 260:I agree  it's better to overpack than underpack.,I am all packed for my vacation.  I don't believe I have forgotten anything for the trip but you never know.,emotion: prepared dialogue: Speaker 274:I'm leaving for my vacation soon.  I have everything all packed and ready to go. | Speaker 260:Great where are you going? | Speaker 274:Going to see family.  I just don't want to leave anything behind that I might need on the trip. | Speaker 260:I agree  it's better to overpack than underpack.
hit:1976_conv:3953,furious,Speaker 237: had a one night stand during my last official trip. I am scared to tell my wife that a baby was birth out of the one night stand  what do i do? | Speaker 99:Oh that is a tough one! You have to tell her no matter what! Just suck it up and break it to her! | Speaker 237:I'm scared she will leave me. This is because I don't have a child with her yet | Speaker 99:I know you are scared  but this was a choice you made  now you have to deal with the consequences.,I had a one night stand during my last official trip. I am scared to tell my wife that a baby was birth out of the one night stand_comma_ what do i do?,emotion: furious dialogue: Speaker 237: had a one night stand during my last official trip. I am scared to tell my wife that a baby was birth out of the one night stand  what do i do? | Speaker 99:Oh that is a tough one! You have to tell her no matter what! Just suck it up and break it to her! | Speaker 237:I'm scared she will leave me. This is because I don't have a child with her yet | Speaker 99:I know you are scared  but this was a choice you made  now you have to deal with the consequences.
hit:1984_conv:3968,grateful,Speaker 248: I feel so wonderful and blessed to have an amazing girlfriend. She is very understanding  like one time i was sick and she made me soup from scratch and a tea to help my throat. | Speaker 119:That's pretty cool.  It always helps to have someone helping you when you're sick. | Speaker 248:yeah she is simply amazing you know. I have never had that | Speaker 119:I had a girlfriend who was really caring. Baked me a birthday cake  made me a scarf  and bought me clothes...but I messed it up and we're no long together but you live and you learn,I feel so wonderful and blessed to have an amazing girlfriend. She is very understanding_comma_ like one time i was sick and she made me soup from scratch and a tea to help my throat.,emotion: grateful dialogue: Speaker 248: I feel so wonderful and blessed to have an amazing girlfriend. She is very understanding  like one time i was sick and she made me soup from scratch and a tea to help my throat. | Speaker 119:That's pretty cool.  It always helps to have someone helping you when you're sick. | Speaker 248:yeah she is simply amazing you know. I have never had that | Speaker 119:I had a girlfriend who was really caring. Baked me a birthday cake  made me a scarf  and bought me clothes...but I messed it up and we're no long together but you live and you learn
hit:1990_conv:3981,excited,Speaker 277:I just found out that my supervisor approved a pay increase for me starting next week! It was completely unexpected and I am elated! | Speaker 286:Oh wow! What's better than a raise? A raise you didn't even expect! | Speaker 277:That's what I am saying!  It was a great windfall! | Speaker 286:Is it a pretty substantial increase?,I just found out that my supervisor approved a pay increase for me starting next week!  It was completely unexpected and I am elated!,emotion: excited dialogue: Speaker 277:I just found out that my supervisor approved a pay increase for me starting next week! It was completely unexpected and I am elated! | Speaker 286:Oh wow! What's better than a raise? A raise you didn't even expect! | Speaker 277:That's what I am saying!  It was a great windfall! | Speaker 286:Is it a pretty substantial increase?
hit:1991_conv:3982,proud,Speaker 99:My niece got her license last week! | Speaker 250:That's great. I bet she's never home now. | Speaker 99:She's not!  I can't believe it  I'm so happy with how grown up she is now. | Speaker 250:I know  time fly's by so fast. Congrats to her. Just tell her to be careful on the road.,My niece got her license last week. I can't believe it_comma_ I'm so happy with how grown up she is now.,emotion: proud dialogue: Speaker 99:My niece got her license last week! | Speaker 250:That's great. I bet she's never home now. | Speaker 99:She's not!  I can't believe it  I'm so happy with how grown up she is now. | Speaker 250:I know  time fly's by so fast. Congrats to her. Just tell her to be careful on the road.
hit:1993_conv:3987,prepared,Speaker 248:I am going on a road trip so later today I have to buy stuff for sandwiches  waters  snacks  I have even made a list. I think I am really ready for this. | Speaker 329:That's good launch you gat tere  | Speaker 248:yeah I think so too  I am not very well off so I won't be able to buy food a lot so that's what I will be eating | Speaker 329:ok that is cool,I am going on a road trip so later today I have to buy stuff for sandwiches_comma_ waters_comma_ snacks_comma_ I have even made a list. I think I am really ready for this.,emotion: prepared dialogue: Speaker 248:I am going on a road trip so later today I have to buy stuff for sandwiches  waters  snacks  I have even made a list. I think I am really ready for this. | Speaker 329:That's good launch you gat tere  | Speaker 248:yeah I think so too  I am not very well off so I won't be able to buy food a lot so that's what I will be eating | Speaker 329:ok that is cool
hit:1996_conv:3992,guilty,Speaker 171:i felt bad after my partner discovered that i was cheating him | Speaker 75:Well  you should.You did a nasty thing. | Speaker 171:i came to discover later after heartbreaking him | Speaker 75:That really does not make a lot of sense. | Speaker 171:why,by betraying my lover where i felt in love with another one,emotion: guilty dialogue: Speaker 171:i felt bad after my partner discovered that i was cheating him | Speaker 75:Well  you should.You did a nasty thing. | Speaker 171:i came to discover later after heartbreaking him | Speaker 75:That really does not make a lot of sense. | Speaker 171:why
hit:2006_conv:4012,prepared,Speaker 100:I always make a list before i buy groceries  never forget anything that way. | Speaker 75:That is impressive.You must have a super memory. | Speaker 100:Well I mean I write it down on a list  that way I never forget anything haha. | Speaker 75:I know.I was just being sarcastic with you.,I always make a list before i buy groceries_comma_ never forget anything that way.,emotion: prepared dialogue: Speaker 100:I always make a list before i buy groceries  never forget anything that way. | Speaker 75:That is impressive.You must have a super memory. | Speaker 100:Well I mean I write it down on a list  that way I never forget anything haha. | Speaker 75:I know.I was just being sarcastic with you.
hit:2009_conv:4018,joyful,Speaker 119:I feel like if there's one thing equal to if not greater than sex it's seeing all my bills paid  debt nonexistent  income far greater than expenses and a nice fat check from tax returns at the end of the year. | Speaker 286:I agree  man. Almost nothing feels as good as financial security. | Speaker 119:Exactly.  Good lovin don't pay the bills | Speaker 286:But good lovin' can be a bill.. if you know what I mean.,There are a lot of things to be depressed about in this world.  But if there's one thing that warms my heart it's seeing all my bills paid_comma_ debt nonexistent_comma_ income far greater than expenses and a nice fat check from tax returns at the end of the year.,emotion: joyful dialogue: Speaker 119:I feel like if there's one thing equal to if not greater than sex it's seeing all my bills paid  debt nonexistent  income far greater than expenses and a nice fat check from tax returns at the end of the year. | Speaker 286:I agree  man. Almost nothing feels as good as financial security. | Speaker 119:Exactly.  Good lovin don't pay the bills | Speaker 286:But good lovin' can be a bill.. if you know what I mean.
hit:2010_conv:4021,annoyed,"Speaker 359:My husband's socks and underwear are all over the house! | Speaker 237:Talk to him wisely | Speaker 359:I'm not sure what you mean by ""wisely."" I could tell him  ""Hey  I don't want to pick up after you "" but I'm not sure that would go over well. | Speaker 237:Oh I mean talk to him in the way that he will understand. With love so that he reasons with you",My husband keeps leaving his socks and underwear all over the house. I keep having to pick them up.,"emotion: annoyed dialogue: Speaker 359:My husband's socks and underwear are all over the house! | Speaker 237:Talk to him wisely | Speaker 359:I'm not sure what you mean by ""wisely."" I could tell him  ""Hey  I don't want to pick up after you "" but I'm not sure that would go over well. | Speaker 237:Oh I mean talk to him in the way that he will understand. With love so that he reasons with you"
hit:2015_conv:4030,faithful,Speaker 286:I've been with my wife for over 10 years and have always been dedicated to her. I can't understand why some people cheat. | Speaker 99:Oh me neither! I don't like a cheater! | Speaker 286:Yeah. I've always said that if you're tempted to cheat  why not just end the relationship first? | Speaker 99:Seems simple  but nobody does it that way it seems like.,I've been with my wife for over 10 years and have never been tempted to cheat. I can't understand why people do such things.,emotion: faithful dialogue: Speaker 286:I've been with my wife for over 10 years and have always been dedicated to her. I can't understand why some people cheat. | Speaker 99:Oh me neither! I don't like a cheater! | Speaker 286:Yeah. I've always said that if you're tempted to cheat  why not just end the relationship first? | Speaker 99:Seems simple  but nobody does it that way it seems like.
hit:2025_conv:4050,devastated,Speaker 234:My dog I've had since I was a kid died a few days ago. It makes me very sad | Speaker 365:oh my god  it's like a most heartbroken moment of me | Speaker 234:It's sad  but you kind of expect it sometimes and luckily it wasn't sudden so that helped me to prepare | Speaker 365:because in that moment is a gift and the last end of hope,My dog I've had since I was a kid died a few days ago. It really hurts to think about,emotion: devastated dialogue: Speaker 234:My dog I've had since I was a kid died a few days ago. It makes me very sad | Speaker 365:oh my god  it's like a most heartbroken moment of me | Speaker 234:It's sad  but you kind of expect it sometimes and luckily it wasn't sudden so that helped me to prepare | Speaker 365:because in that moment is a gift and the last end of hope
